種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大
建物,◆◇南向きの庭の開放感あふれる3LDK＋S◇◆,3380.0,岐阜県岐阜市正法寺町46番5・6,名鉄名古屋本線「岐南」徒歩14分,4LDK,178.43,109.74,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78507086/,2026-01-28,0.0,名鉄名古屋本線,岐南,14.0,最大
建物,【ダイワハウス】60坪以上、4台駐車可能な敷地利用！,3290.0,岐阜県岐阜市鷺山南蝉1067番1、1067番3、1068番3、1069番4他,JR東海道本線「岐阜」バス29分停歩4分,3LDK,200.34,94.4,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_75202799/,2026-01-28,0.0,JR東海道本線,岐阜,,最小
建物,【ダイワハウス】60坪以上、4台駐車可能な敷地利用！,3490.0,岐阜県岐阜市鷺山南蝉1067番1、1067番3、1068番3、1069番4他,JR東海道本線「岐阜」バス29分停歩4分,3LDK,200.35,94.4,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_75202799/,2026-01-28,0.0,JR東海道本線,岐阜,,最大
建物,茜部小学校まで徒歩9分♪/岐阜バス【茜部大川】まで徒歩4分♪,3380.0,岐阜県岐阜市茜部菱野４-106番1・5・6,名鉄名古屋本線「笠松」徒歩29分,4LDK,182.81,116.77,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78822375/,2026-01-28,0.0,名鉄名古屋本線,笠松,29.0,最小
建物,茜部小学校まで徒歩9分♪/岐阜バス【茜部大川】まで徒歩4分♪,3430.0,岐阜県岐阜市茜部菱野４-106番1・5・6,名鉄名古屋本線「笠松」徒歩29分,4LDK+S,188.09,119.26,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78822375/,2026-01-28,0.0,名鉄名古屋本線,笠松,29.0,最大
建物,回って、つながる。家事ラク設計。,3545.0,岐阜県羽島郡笠松町無動寺263番2,名鉄名古屋本線「笠松」車3.2km,3LDK,191.1,122.97,,https://suumo.jp/ikkodate/gifu/sc_hashimagun/nc_76874722/,2026-01-28,0.0,名鉄名古屋本線,笠松,,
建物,【即入居可】暮らすほど好きになる「ベーシック」なデザインの家,3545.0,岐阜県岐阜市南鶉７-46番12,名鉄竹鼻線「柳津」車2.3km,3LDK,176.3,94.4,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79142907/,2026-01-28,0.0,名鉄竹鼻線,柳津,,
建物,【最終１邸】陽当たり良好×家事ラク動線－快適な暮らしを実現！,3648.0,岐阜県各務原市那加南栄町72番10,名鉄各務原線「市民公園前」徒歩9分,4LDK,165.29,127.94,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_74934176/,2026-01-28,0.0,名鉄各務原線,市民公園前,9.0,
建物,【ダイワハウス】耐震等級３・断熱等級５・太陽光発電により光熱費削減が期待,3670.0,岐阜県岐阜市福光東３-11番36他,JR東海道本線「岐阜」バス29分停歩4分,3LDK,142.43,97.7,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_77075091/,2026-01-28,0.0,JR東海道本線,岐阜,,最小
建物,【ダイワハウス】耐震等級３・断熱等級５・太陽光発電により光熱費削減が期待,3870.0,岐阜県岐阜市福光東３-11番36他,JR東海道本線「岐阜」バス29分停歩4分,4LDK,142.56,97.7,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_77075091/,2026-01-28,0.0,JR東海道本線,岐阜,,最大
建物,【タマタウン上土居Ⅶ】価格相談できます！希望を実現します！ご成約特典あり！,3680.0,岐阜県岐阜市上土居３-12番5,JR東海道本線「岐阜」徒歩73分,4LDK,184.43,113.44,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78739627/,2026-01-28,0.0,JR東海道本線,岐阜,73.0,
建物,【ダイワハウス】西岐阜駅徒歩13分、便利な施設が揃う分譲住宅で新生活を！,3780.0,岐阜県岐阜市鏡島精華１-4番37,JR東海道本線「西岐阜」徒歩13分,3LDK,162.8,92.73,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_75692428/,2026-01-28,0.0,JR東海道本線,西岐阜,13.0,
建物,☆最終１邸！☆駐車場3台～☆オール電化×長期優良住宅☆家電100万円,3790.0,岐阜県岐阜市月丘町３-１６番１他,JR東海道本線「岐阜」バス9分停歩2分,4LDK,150.69,107.64,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_75089225/,2026-01-28,0.0,JR東海道本線,岐阜,,
建物,【3LDK+1台ガレージのある平屋】将来も今と変わらず過ごしやすい空間,3850.0,岐阜県岐阜市須賀４-7-16,JR東海道本線「西岐阜」徒歩33分,3LDK,206.57,108.98,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78257633/,2026-01-28,0.0,JR東海道本線,西岐阜,33.0,
建物,第1期完売しました。第2期工事中（完成間近）ですが発売開始しました！,3850.0,岐阜県岐阜市柳津町東塚３-20番,名鉄竹鼻線「西笠松」徒歩11分,3LDK,153.16,111.8,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78677646/,2026-01-28,0.0,名鉄竹鼻線,西笠松,11.0,最小
建物,第1期完売しました。第2期工事中（完成間近）ですが発売開始しました！,4280.0,岐阜県岐阜市柳津町東塚３-20番,名鉄竹鼻線「西笠松」徒歩11分,4LDK+S,164.0,125.05,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78677646/,2026-01-28,0.0,名鉄竹鼻線,西笠松,11.0,最大
建物,積水ハウスのノウハウ・施工品質が詰まった分譲住宅が岐阜市江崎南に誕生！,3980.0,岐阜県岐阜市江崎南,JR東海道本線「西岐阜」徒歩21分~21分,3LDK,199.39,104.75,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78139593/,2026-01-28,0.0,JR東海道本線,西岐阜,21.0,最小
建物,積水ハウスのノウハウ・施工品質が詰まった分譲住宅が岐阜市江崎南に誕生！,4730.0,岐阜県岐阜市江崎南,JR東海道本線「西岐阜」徒歩21分~21分,3LDK,199.39,104.75,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78139593/,2026-01-28,0.0,JR東海道本線,西岐阜,21.0,最大
建物,【ダイワハウス】岐阜城と金華山を眺望できる立地！,4300.0,岐阜県岐阜市長良西山前34-7他,JR東海道本線「岐阜」徒歩84分,3LDK,156.7,102.02,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78789932/,2026-01-28,0.0,JR東海道本線,岐阜,84.0,最小
建物,【ダイワハウス】岐阜城と金華山を眺望できる立地！,4700.0,岐阜県岐阜市長良西山前34-7他,JR東海道本線「岐阜」徒歩84分,4LDK,161.4,108.58,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78789932/,2026-01-28,0.0,JR東海道本線,岐阜,84.0,最大
建物,【ダイワハウス】駐車3台可能！耐震等級3！ZEH基準の断熱等級5！,4480.0,岐阜県岐阜市上川手字盛坪581番6他,名鉄名古屋本線「茶所」徒歩12分,4LDK,150.03,105.62,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78789931/,2026-01-28,0.0,名鉄名古屋本線,茶所,12.0,最小
建物,【ダイワハウス】駐車3台可能！耐震等級3！ZEH基準の断熱等級5！,4580.0,岐阜県岐阜市上川手字盛坪581番6他,名鉄名古屋本線「茶所」徒歩12分,4LDK,150.03,107.31,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78789931/,2026-01-28,0.0,名鉄名古屋本線,茶所,12.0,最大
建物,【平屋】新那加駅徒歩6分！家具・エアコン・カップボード付の高品質仕様,4580.0,岐阜県各務原市那加新加納町字村内3819番,名鉄各務原線「新加納」徒歩6分,1LDK,201.68,87.37,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_76014046/,2026-01-28,0.0,名鉄各務原線,新加納,6.0,最小
建物,【平屋】新那加駅徒歩6分！家具・エアコン・カップボード付の高品質仕様,4580.0,岐阜県各務原市那加新加納町字村内3819番,名鉄各務原線「新加納」徒歩6分,4LDK,208.88,95.24,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_76014046/,2026-01-28,0.0,名鉄各務原線,新加納,6.0,最小
建物,【パナホーム愛岐】＼GX志向型住宅　対象物件／2025年６月完成,4860.0,岐阜県各務原市鵜沼南町２-85-10,名鉄犬山線「新鵜沼」徒歩5分,3LDK,188.85,83.86,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_77180359/,2026-01-28,0.0,名鉄犬山線,新鵜沼,5.0,
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,1790.0,岐阜県羽島市上中町長間,名鉄竹鼻線「江吉良」徒歩22分,4LDK,180.99,105.3,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78673717/,2026-01-28,0.0,名鉄竹鼻線,江吉良,22.0,最小
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,1990.0,岐阜県羽島市上中町長間,名鉄竹鼻線「江吉良」徒歩22分,4LDK+S,180.99,105.3,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78673717/,2026-01-28,0.0,名鉄竹鼻線,江吉良,22.0,最大
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,1890.0,岐阜県岐阜市河渡２,JR東海道本線「穂積」徒歩24分,4LDK,204.44,105.3,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79044920/,2026-01-28,0.0,JR東海道本線,穂積,24.0,最小
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2090.0,岐阜県岐阜市河渡２,JR東海道本線「穂積」徒歩24分,4LDK,211.55,108.54,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79044920/,2026-01-28,0.0,JR東海道本線,穂積,24.0,最大
建物,【現地販売会社のヤマダ不動産　リライフ】　成約特典：ＪＣＢ商品券6.2万円,1890.0,岐阜県岐阜市河渡２,JR東海道本線「穂積」徒歩21分,4LDK,204.44,98.82,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78933395/,2026-01-28,0.0,JR東海道本線,穂積,21.0,最小
建物,【現地販売会社のヤマダ不動産　リライフ】　成約特典：ＪＣＢ商品券6.2万円,2090.0,岐阜県岐阜市河渡２,JR東海道本線「穂積」徒歩21分,4LDK,211.55,98.82,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78933395/,2026-01-28,0.0,JR東海道本線,穂積,21.0,最大
建物,◆成約特典：ＪＣＢ商品券6.2万円＆ヤマダ電機特別割引券◆簡単予約可能◆,1890.0,岐阜県羽島市竹鼻町3208-14,名鉄竹鼻線「羽島市役所前」徒歩8分,4LDK+S,128.51,98.81,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78983176/,2026-01-28,0.0,名鉄竹鼻線,羽島市役所前,8.0,
建物,【即日ご案内可能×月々4万円台～】■駐車3台可能■全居室収納付き,1990.0,岐阜県瑞穂市生津天王東町１,JR東海道本線「穂積」徒歩23分,4LDK+S,192.79,100.44,,https://suumo.jp/ikkodate/gifu/sc_mizuho/nc_77184629/,2026-01-28,0.0,JR東海道本線,穂積,23.0,
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,1990.0,岐阜県瑞穂市生津天王東町１,JR東海道本線「穂積」徒歩22分,4LDK+S,192.79,110.16,,https://suumo.jp/ikkodate/gifu/sc_mizuho/nc_77286766/,2026-01-28,0.0,JR東海道本線,穂積,22.0,
建物,1月見学会開催エアコンサービス付き予約見学３千円,1990.0,岐阜県羽島市福寿町本郷1010-1,東海道新幹線「岐阜羽島」徒歩16分,4LDK+S,172.27,98.01,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78939683/,2026-01-28,0.0,東海道新幹線,岐阜羽島,16.0,最小
建物,1月見学会開催エアコンサービス付き予約見学３千円,2090.0,岐阜県羽島市福寿町本郷1010-1,東海道新幹線「岐阜羽島」徒歩16分,4LDK+2S,180.73,99.22,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_78939683/,2026-01-28,0.0,東海道新幹線,岐阜羽島,16.0,最大
建物,◆土日オープンハウス◆未入居物件♪３台駐車可！多彩な収納も魅力の１邸♪,1998.0,岐阜県岐阜市長良,JR東海道本線「岐阜」バス29分停歩4分,4LDK,196.57,106.4,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78142641/,2026-01-28,0.0,JR東海道本線,岐阜,,
建物,【現地販売会社のヤマダ不動産　リライフ】　成約特典：ＪＣＢ商品券7.1万円,2190.0,岐阜県岐阜市六条大溝４-8-12他,JR東海道本線「西岐阜」徒歩29分,4LDK,147.85,96.78,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79136179/,2026-01-28,0.0,JR東海道本線,西岐阜,29.0,最小
建物,【現地販売会社のヤマダ不動産　リライフ】　成約特典：ＪＣＢ商品券7.1万円,2390.0,岐阜県岐阜市六条大溝４-8-12他,JR東海道本線「西岐阜」徒歩29分,4LDK+S,147.85,96.78,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79136179/,2026-01-28,0.0,JR東海道本線,西岐阜,29.0,最大
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2190.0,岐阜県岐阜市六条大溝４,JR東海道本線「西岐阜」徒歩33分,4LDK,147.85,102.06,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79164164/,2026-01-28,0.0,JR東海道本線,西岐阜,33.0,最小
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2390.0,岐阜県岐阜市六条大溝４,JR東海道本線「西岐阜」徒歩33分,4LDK+S,147.85,102.06,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79164164/,2026-01-28,0.0,JR東海道本線,西岐阜,33.0,最大
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2190.0,岐阜県岐阜市栄新町３,JR東海道本線「岐阜」バス16分停歩6分,4LDK+S,131.84,106.1,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79172482/,2026-01-28,0.0,JR東海道本線,岐阜,,
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2280.0,岐阜県各務原市川島松倉町,JR高山本線「那加」車6.8km,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78485445/,2026-01-28,0.0,JR高山本線,那加,,最小
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2380.0,岐阜県各務原市川島松倉町,JR高山本線「那加」車6.8km,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78485445/,2026-01-28,0.0,JR高山本線,那加,,最大
建物,◆成約特典：ＪＣＢ商品券7.4万円＆ヤマダ電機特別割引券◆長期優良住宅◆,2280.0,岐阜県各務原市川島松倉町770,JR高山本線「那加」徒歩82分,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78489385/,2026-01-28,0.0,JR高山本線,那加,82.0,最小
建物,◆成約特典：ＪＣＢ商品券7.4万円＆ヤマダ電機特別割引券◆長期優良住宅◆,2380.0,岐阜県各務原市川島松倉町770,JR高山本線「那加」徒歩82分,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78489385/,2026-01-28,0.0,JR高山本線,那加,82.0,最大
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2280.0,岐阜県各務原市川島松倉町,JR高山本線「那加」車6.8km,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78671441/,2026-01-28,0.0,JR高山本線,那加,,最小
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2380.0,岐阜県各務原市川島松倉町,JR高山本線「那加」車6.8km,4LDK,193.15,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78671441/,2026-01-28,0.0,JR高山本線,那加,,最大
建物,【完成間近内覧可】◆平屋！◆川島小歩13分♪◆4LDKでお子様部屋も確保♪,2380.0,岐阜県各務原市川島松倉町,名鉄各務原線「新那加」車18km,4LDK,225.89,95.65,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_79225939/,2026-01-28,0.0,名鉄各務原線,新那加,,
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2480.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス17分停歩5分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78580589/,2026-01-28,0.0,JR東海道本線,岐阜,,最小
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2580.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス17分停歩5分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78580589/,2026-01-28,0.0,JR東海道本線,岐阜,,最大
建物,成約特典：ＪＣＢ商品券8.0万円＆ヤマダ電機特別割引券◆簡単予約可能◆,2480.0,岐阜県岐阜市島田１-5-15,名鉄名古屋本線「名鉄岐阜」バス10分停歩8分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78606158/,2026-01-28,0.0,名鉄名古屋本線,名鉄岐阜,,最小
建物,成約特典：ＪＣＢ商品券8.0万円＆ヤマダ電機特別割引券◆簡単予約可能◆,2580.0,岐阜県岐阜市島田１-5-15,名鉄名古屋本線「名鉄岐阜」バス10分停歩8分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78606158/,2026-01-28,0.0,名鉄名古屋本線,名鉄岐阜,,最大
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2480.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス17分停歩5分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78834438/,2026-01-28,0.0,JR東海道本線,岐阜,,最小
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2580.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス17分停歩5分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78834438/,2026-01-28,0.0,JR東海道本線,岐阜,,最大
建物,◆土日オープンハウス◆５ＬＤＫ！収納も豊富♪徒歩圏内に買物施設充実！,2480.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス16分停歩6分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78525225/,2026-01-28,0.0,JR東海道本線,岐阜,,最小
建物,◆土日オープンハウス◆５ＬＤＫ！収納も豊富♪徒歩圏内に買物施設充実！,2580.0,岐阜県岐阜市島田１,JR東海道本線「岐阜」バス16分停歩6分,5LDK,150.82,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78525225/,2026-01-28,0.0,JR東海道本線,岐阜,,最大
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2490.0,岐阜県各務原市那加新田町２,JR高山本線「那加」徒歩13分,4LDK,188.73,102.06,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78128072/,2026-01-28,0.0,JR高山本線,那加,13.0,
建物,◆お陰様で最終1邸◆敷地面積70坪超◆南向き駐車3台◆プラント6徒歩4分,2490.0,岐阜県瑞穂市犀川１-98番,樽見鉄道「横屋」徒歩35分,4LDK,233.29,101.85,,https://suumo.jp/ikkodate/gifu/sc_mizuho/nc_78528470/,2026-01-28,0.0,樽見鉄道,横屋,35.0,
建物,１／２６更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2580.0,岐阜県岐阜市野一色１,JR高山本線「長森」車3km,5LDK,161.07,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78588531/,2026-01-28,0.0,JR高山本線,長森,,
建物,１／２７更新飯田グループHD≪ホームトレードセンター≫【本日見学可能】,2580.0,岐阜県岐阜市日野南３,JR高山本線「長森」徒歩57分,4LDK,181.82,119.25,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79089278/,2026-01-28,0.0,JR高山本線,長森,57.0,
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2580.0,岐阜県岐阜市野一色１,JR高山本線「長森」車3km,5LDK,161.07,106.0,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78693517/,2026-01-28,0.0,JR高山本線,長森,,
建物,◆２月完成予定◆３台駐車可能！収納力の高い１邸！南西向き日当たり良好♪,2680.0,岐阜県岐阜市池ノ上町４,JR東海道本線「岐阜」バス16分停歩1分,5LDK,162.84,113.87,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78529343/,2026-01-28,0.0,JR東海道本線,岐阜,,
建物,◆成約特典：ＪＣＢ商品券8.8万円＆ヤマダ電機特別割引券◆簡単予約可能◆,2760.0,岐阜県岐阜市前一色２-15番6,JR高山本線「長森」徒歩17分,5LDK,152.74,108.89,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78552589/,2026-01-28,0.0,JR高山本線,長森,17.0,
建物,６月完成☆羽島市福寿町間島分譲④☆ZEH住宅☆竹鼻小学校７分☆,2880.0,岐阜県羽島市福寿町間島９丁目19番,名鉄竹鼻線「竹鼻」徒歩17分,4LDK+S,190.76,120.09,,https://suumo.jp/ikkodate/gifu/sc_hashima/nc_77224521/,2026-01-28,0.0,名鉄竹鼻線,竹鼻,17.0,
